TF	target
LMNB1	RP4-671O14.6
LMNB1	CTD-2154B17.4
LMNB1	COX5BP7
LMNB1	MTND1P9
LMNB1	ST5
LMNB1	RP11-611O2.1
LMNB1	RP11-1029M24.1
LMNB1	MIR4773-1
LMNB1	ELMO3
LMNB1	KIAA0895L
LMNB1	CNTF
LMNB1	GRK1
LMNB1	TMEM254
LMNB1	SLC17A7
LMNB1	RP11-599B13.7
LMNB1	RP11-110H1.8
LMNB1	CTD-2256P15.5
LMNB1	RP5-1070G24.2
LMNB1	CTD-3105H18.16
LMNB1	SIPA1
LMNB1	RN7SL146P
LMNB1	ASL
LMNB1	RORC
LMNB1	RN7SL288P
LMNB1	REEP4
LMNB1	UBL4A
LMNB1	RP4-756H11.4
LMNB1	SEPT9
LMNB1	AMMECR1L
LMNB1	MROH4P
LMNB1	RP11-1055B8.2
LMNB1	MIR130A
LMNB1	FOXO1
LMNB1	NIFKP1
LMNB1	AC074391.1
LMNB1	CYHR1
LMNB1	ZNF664
LMNB1	RP11-243J18.2
LMNB1	RPS6KB1
LMNB1	RP1-65J11.5
LMNB1	TRAF2
LMNB1	RP11-677M14.2
LMNB1	C14orf119
LMNB1	BLVRB
LMNB1	FAM83C
LMNB1	CTC-273B12.7
LMNB1	MIR6805
LMNB1	IQCE
LMNB1	RP11-115C21.2
LMNB1	PLEC
LMNB1	RP11-504G3.2
LMNB1	AL158839.1
LMNB1	POM121B
LMNB1	TUBA1B
LMNB1	RNU6-1046P
LMNB1	TWF1P1
LMNB1	RP3-508I15.14
LMNB1	RP11-680G24.5
LMNB1	SNORD4B
LMNB1	RN7SL153P
LMNB1	YDJC
LMNB1	CTBP2
LMNB1	RP11-745A24.3
LMNB1	TNFRSF1A
LMNB1	MIR6871
LMNB1	TULP2
LMNB1	CTD-2301A4.1
LMNB1	TAF9
LMNB1	AC005546.2
LMNB1	RALGPS1
LMNB1	FLYWCH2
LMNB1	AC093673.5
LMNB1	RP5-1021I20.2
LMNB1	DBNDD1
LMNB1	FOXK1
LMNB1	DLGAP3
LMNB1	C1orf106
LMNB1	UBE2Z
LMNB1	SGOL2
LMNB1	RNU1-28P
LMNB1	BAD
LMNB1	ANKRD42
LMNB1	SMCO1
LMNB1	RNU6-604P
LMNB1	CSTF1
LMNB1	SH3D21
LMNB1	PANK4
LMNB1	RNU6-1101P
LMNB1	MRPL12
LMNB1	PABPC1P3
LMNB1	PDCD4-AS1
LMNB1	FAM154A
LMNB1	LINC01529
LMNB1	BSDC1
LMNB1	AC005355.3
LMNB1	FDXR
LMNB1	POLE3
LMNB1	CNPY4
LMNB1	C22orf46
LMNB1	CTD-2012K14.5
LMNB1	ZNF774
LMNB1	SREBF1
LMNB1	GDF11
LMNB1	KLHL36
LMNB1	LINC01430
LMNB1	CD97
LMNB1	MEF2D
LMNB1	RPS20P33
LMNB1	CYP2R1
LMNB1	RP11-822E23.2
LMNB1	RP5-1185H19.2
LMNB1	CTC-338M12.2
LMNB1	NAP1L1
LMNB1	GNA12
LMNB1	NPC1L1
LMNB1	IGFBP2
LMNB1	TMEM165
LMNB1	RP11-582J16.5
LMNB1	RP11-65J3.6
LMNB1	RP11-77K12.8
LMNB1	AC104532.2
LMNB1	PLA2G2F
LMNB1	CAPS
LMNB1	CTD-2319I12.4
LMO2	U3
LMO2	AC111186.1
LMO2	RP11-24C3.2
LMO2	UNC79
LMO2	UBXN7
LMO2	SNORA26
LMO2	PTGIR
LMO2	MIR6836
LMO2	AC090587.4
LMO2	TNFRSF10B
LMO2	SNORD99
LMO2	RP11-571M6.18
LMO2	AC011933.2
LMO2	PRKCB
LMO2	MOSPD3
LMO2	VOPP1
LMO2	LA16c-325D7.1
LMO2	PPP1R14B
LMO2	RP11-10J21.5
LMO2	DENND6B
LMO2	PKMYT1
LMO2	SH3BP2
LMO2	PALD1
LMO2	CHKA
LMO2	STK40
LMO2	RP11-744N12.3
LMO2	PHF20L1
LYL1	SRRM5
LYL1	MAP3K12
LYL1	OARD1
LYL1	AL662800.2
LYL1	C10orf54
LYL1	USP35
LYL1	RP11-218M22.1
LYL1	TMEM203
LYL1	AC006538.4
LYL1	BNIP3P41
MAF	KIAA1551
MAF	IQCH-AS1
MAFB	EZR-AS1
MAFF	RP1-313L4.3
MAFF	RN7SL363P
MAFF	MIR4258
MAFF	RP11-153F5.7
MAFF	SMC3
MAFF	ZKSCAN3
MAFF	RP11-173P15.3
MAFF	SERPINB9P1
MAFF	SNORD38B
MAFF	RP1-286D6.5
MAFF	CCDC181
MAFG	MRO
MAFK	EPC1
MAFK	MGARP
MAFK	CTD-2033A16.2
MAFK	RP11-540D14.8
MAFK	PCDH1
MAFK	CMPK1
MAFK	RP11-417F21.2
MAFK	TCF7L2
MAFK	CAMSAP1
MAFK	ANAPC16
MAX	GLTSCR1L
MAX	RP11-867G23.1
MAX	KB-1732A1.1
MAX	TMEM243
MAX	AL442127.1
MAX	N4BP3
MAX	WDR33
MAX	RP11-430G17.3
MAX	CCBL2
MAX	RP11-167N4.4
MAX	KANK1
MAX	PLA2G15
MAX	BARD1
MAX	ZNF16
MAX	RP11-715J22.6
MAX	MEN1
MAX	VPRBP
MAX	ZNF778
MAX	DUSP9
MAX	LANCL2
MAX	AC068831.6
MAX	SNORD83
MAX	ADSL
MAX	OTUB2
MAX	ZNF398
MAX	HES1
MAX	WDR20
MAX	RP11-575L7.8
MAX	CFAP45
MAX	CTC-241N9.1
MAX	TUBG1P
MAX	SLC1A5
MAX	RTN2
MAX	MFSD8
MAX	RP11-69H7.3
MAX	FAM160A1
MAX	ULK3
MAX	MIR616
MAX	HADH
MAX	RPSAP31
MAX	LRRC32
MAX	FKBP7
MAX	METRN
MAX	RPA2
MAX	RP11-418J17.3
MAX	RBM19
MAX	TRPM7
MAX	CTC-503K11.2
MAX	MPHOSPH6
MAX	RN7SKP237
MAX	SLC22A17
MAX	RP11-166P13.3
MAX	BHLHE40-AS1
MAX	NPAT
MAX	RNA5SP18
MAX	ARF4
MAX	SGMS1
MAX	PSMD13
MAX	RP11-1143G9.4
MAX	RP11-689J19.1
MAX	KB-1572G7.2
MAX	AC005625.1
MAX	SCCPDH
MAX	COLGALT2
MAX	RP4-635E18.7
MAX	PLK1
MAX	SNX14
MAX	KIAA1143
MAX	IPO11
MAX	RRAGC
MAX	LCMT1-AS1
MAX	SMG7-AS1
MAX	EHMT2
MAX	TBC1D10A
MAX	UBN2
MAX	FAM129B
MAX	GAB3
MAX	POLDIP3
MAX	RP11-893F2.14
MAX	ZNHIT6
MAX	TMEM143
MAX	MIR4691
MAX	AADAT
MAX	YKT6
MAX	ADCK2
MAX	RPS6KC1
MAX	RAB2B
MAX	SRRM1
MAX	OLFM2
MAX	ARRB1
MAX	XRCC1
MAX	CEP89
MAX	MRPS15
MAX	MAGI2-AS3
MAX	AF038458.5
MAX	RP11-1017G21.6
MAX	ABL2
MAX	CHMP3
MAX	GAL3ST3
MAX	CDC42BPG
MAX	CTD-3193O13.12
MAX	ZNF580
MAX	C1orf101
MAX	SRRM2
MAX	CTD-2017C7.2
MAX	RPS18P13
MAX	CUTA
MAX	SAMD4A
MAX	RN7SL18P
MAX	RASSF5
MAX	SLC25A21-AS1
MAX	MIR4321
MAX	RP11-400F19.6
MAZ	MCM3
MAZ	ERO1L
MAZ	ARNTL
MAZ	RNA5SP288
MAZ	RP11-259K5.2
MAZ	DDX6
MAZ	SLC13A3
MAZ	CD276
MAZ	SLC22A17
MAZ	FCF1
MAZ	ZSCAN12P1
MAZ	LIN37
MAZ	GAS2
MAZ	DAP
MAZ	UNC5CL
MAZ	RPGRIP1L
MAZ	RP11-564A8.4
MAZ	AC134300.1
MAZ	PDZRN3
MAZ	DHFRL1
MAZ	RP11-143K11.7
MAZ	TBC1D19
MAZ	RPL23AP82
MAZ	DOK1
MAZ	AC008746.3
MAZ	ETF1P2
MAZ	EVA1A
MAZ	BATF3
MAZ	RP11-108M9.5
MAZ	AC007192.6
MAZ	RP11-386G11.3
MAZ	RAB3B
MAZ	ERICH6-AS1
MAZ	CLIP4
MAZ	STARD5
MAZ	C9orf173
MAZ	MIR548AL
MAZ	BLK
MAZ	ZBTB20
MAZ	MIRLET7D
MAZ	FNDC9
MAZ	RP11-318C2.1
MAZ	ZBTB11
MAZ	RP11-150O12.4
MAZ	RP11-492E3.51
MAZ	FSIP1
MAZ	ANXA9
MAZ	CTD-3214K23.1
MAZ	LLNLR-260G6.1
MAZ	NUP155
MAZ	RP11-276H1.2
MAZ	RP11-416N2.3
MAZ	RP11-317P15.4
MAZ	GEMIN4
MAZ	SNORA57
MAZ	SZT2-AS1
MAZ	C5orf22
MAZ	RP11-78O7.3
MAZ	MIR22
MAZ	KLC1
MAZ	CXXC4
MAZ	RP11-121A8.1
MAZ	CAMSAP1
MAZ	RP11-359E8.5
MAZ	RP1-161P9.5
MAZ	C21orf62-AS1
MAZ	DLG4
MAZ	SAP30
MAZ	PLK3
MAZ	ABHD16B
MAZ	RP11-982M15.6
MAZ	C11orf68
MAZ	CD9
MAZ	MARK2
MAZ	CTD-2542C24.9
MAZ	TEN1
MAZ	FABP12P1
MAZ	FUT2
MAZ	AC087884.1
MAZ	CAPN15
MAZ	MIR4632
MAZ	SYTL4
MAZ	MRPL12
MAZ	SLC30A4
MAZ	PIP5K1B
MAZ	GMPPA
MAZ	RP11-536C5.7
MAZ	C1QTNF5
MAZ	RNF6P1
MAZ	YOD1
MAZ	GSG2
MAZ	RN7SKP244
MAZ	RPL13P5
MAZ	RP11-270M14.5
MAZ	GPR137
MAZ	CLDN3
MAZ	FBXO33
MAZ	SLC20A2
MAZ	RP11-336K24.5
MAZ	B3GALT4
MAZ	CCDC184
MAZ	C9orf142
MAZ	RNU6-964P
MAZ	LYPD1
MAZ	GPR32
MAZ	GPD1L
MAZ	RN7SL263P
MAZ	C17orf53
MAZ	CDC5L
MAZ	NMB
MAZ	DUSP16
MAZ	ZNF442
MAZ	AGPAT2
MAZ	PANO
MAZ	CRHR1-IT1
MAZ	EVPL
MAZ	KRT14
MAZ	APEX2
MAZ	CCDC122
MAZ	RP11-182J23.1
MAZ	PGA5
MAZ	KLC3
MAZ	RP13-122B23.8
MAZ	LRRK1
MAZ	ZNF415P1
MAZ	ZNF252P
MAZ	RAB11A
MAZ	KLHL35
MAZ	CORO1A
MAZ	SNORD58A
MAZ	ZNF426
MAZ	TAF11
MAZ	PCBP2
MAZ	RP11-7N14.1
MAZ	RP11-253M7.1
MAZ	PRKCDBP
MAZ	RP5-905N1.2
MAZ	MIR6877
MAZ	RPS7
MAZ	AC007182.6
MAZ	TBC1D25
MAZ	GDI1
MAZ	ZNF704
MAZ	RNU6-232P
MAZ	EHD2
MAZ	RP11-157J24.2
MAZ	ATN1
MAZ	AKIRIN2
MAZ	RN7SL36P
MAZ	RP11-299P2.1
MAZ	RP1-224A6.9
MAZ	MIR589
MAZ	RP11-186N15.3
MAZ	RP11-875H7.5
MAZ	ZBTB7B
MAZ	RP1-257A7.5
MAZ	AC023137.2
MAZ	HSPA2
MAZ	RP11-736N17.4
MAZ	RP5-1029K10.2
MAZ	TOLLIP
MAZ	ANKRD55
MAZ	ARMCX6
MAZ	SNORD20
MAZ	PINLYP
MAZ	C20orf24
MAZ	SLC44A3
MAZ	MPDU1
MAZ	MAP3K3
MAZ	MRPL57
MAZ	FLYWCH1
MAZ	HUNK
MAZ	RP11-92C4.3
MAZ	EMILIN1
MAZ	ITIH3
MAZ	RP11-1072C15.1
MAZ	AP001453.1
MAZ	MTERF4
MAZ	RN7SL368P
MAZ	FYB
MAZ	RP11-277A4.4
MAZ	IFT80
MAZ	XXYLT1-AS2
MAZ	CTAGE5
MAZ	KCNJ11
MAZ	ZNF180
MAZ	ZNF503-AS2
MAZ	NAA35
MAZ	CTB-31O20.9
MAZ	SCARNA2
MBD2	BEST4
MBD3	EHD1
MBD3	TOB1
MBD3	PROSER2
MBD3	PIEZO1
MBD4	HNMT
MECOM	TMEM120B
MECOM	RP11-359B12.2
MECOM	CTD-2105E13.15
MECOM	FOSL1
MECOM	JADE2
MECOM	USP3
MECOM	FRMD4B
MECOM	RP4-597N16.4
MECOM	RP3-406P24.4
MECOM	PANO
MECOM	DLGAP1-AS1
MECOM	RP11-401L13.5
MECOM	MESDC1
MECOM	CTD-2003C8.2
MECOM	C15orf26
MECOM	MFAP4
MECOM	CTD-2313J17.7
MECOM	TLDC1
MECP2	MAGI3
MED1	IRF9
MED1	EXTL1
MED1	RP1-102E24.9
MED1	RP11-779O18.1
MED1	GOT2P3
MED1	LPCAT3
MED12	SYS1
MED12	MTF1
MED12	GLCE
MED12	GNG3
MED12	RPL7P42
MED12	KRCC1
MED12	MRPS15
MED12	MYADML2
MED12	CCDC106
MED12	C1orf74
MED12	LDB1
MED12	RN7SL868P
MED12	TNKS1BP1
MED12	CLCF1
MED12	EIF2B4
MED12	TRABD2A
MED12	SKOR1
MED12	RAD18
MED12	AGPAT2
MED12	RP5-875H18.9
MED12	MRPL4
MED12	F12
MED12	KDM6B
MED12	RP5-1050D4.3
MED12	RP11-24N18.1
MED12	C14orf169
MED12	PRDM7
MED12	SNORD91A
MED12	SFRP4
MED12	TCF12
MED12	EEF1D
MED12	CTB-147N14.6
MED12	SPDYC
MED12	CDIPT
MED12	MXD3
MED12	AC009052.12
MED12	PBX4
MED12	SEMA3B
MED12	C11orf85
MED12	SLC29A1
MED12	CTD-2410N18.3
MED12	AC104532.4
MED12	TNFSF9
MED12	SNRPFP2
MED12	NRIP1
MED12	RP11-661A12.8
MED12	RP11-834C11.11
MED12	MIR6826
MED12	PLEKHA4
MED12	RP5-1009E24.8
MED12	DVL1
MED12	DPP3
MED12	MAPK15
MED12	GSTM4
MED12	MTX1P1
MED12	RP5-1160K1.6
MED12	MRPS34
MED12	RBFOX2
MED12	RP11-396C23.3
MED12	TOE1
MED12	SMUG1
MED12	ALKBH6
MED12	C14orf119
MED12	DCP1A
MED12	AP2S1
MEF2A	RPL7P49
MEF2A	KIAA0100
MEF2A	TMEM131
MEF2A	CEP68
MEF2A	LA16c-380H5.6
MEF2A	RP11-431K24.1
MEF2A	FPGS
MEF2A	RCSD1
MEF2A	DNMT3A
MEF2A	RP11-425D10.10
MEF2C	ATF3
MEIS1	TECR
MEIS1	AL121761.1
MEIS2	SLC38A10
MITF	ZNF358
MITF	FAM131A
MITF	ZNF778
MITF	NEAT1
MITF	PCDH12
MITF	RP11-10K17.3
MITF	AC079305.8
MNT	SYNCRIP
MNT	MFSD10
MNT	RP11-783K16.5
MNT	ESYT1
MNT	SETDB2
MNT	ABCC3
MNT	PIP5K1A
MNT	RP4-539M6.21
MNT	C7orf50
MRE11A	LRFN3
MRE11A	ARHGDIA
MRE11A	MDP1
MRE11A	CCDC88B
MRE11A	IPO9
MRE11A	CTD-2024F21.1
MRE11A	CYB561D1
MRE11A	HM13
MRE11A	BCL2L2
MRE11A	DEF6
MRE11A	SELENBP1
MSX1	RPL17
MTA3	USP48
MTA3	RGS9
MTA3	TMEM128
MTA3	KLHDC9
MTA3	AL359753.1
MTA3	LYPLAL1-AS1
MXI1	NAA10
MXI1	RHOBTB3
MXI1	APOC4-APOC2
MXI1	TMEM120B
MXI1	PABPN1
MXI1	ABCC11
MXI1	CLMP
MXI1	CYTH1
MXI1	DNMT1
MXI1	RP5-1142A6.7
MXI1	KCTD13
MXI1	RP11-14C10.5
MXI1	ERMARD
MXI1	RFX1
MXI1	MIR6825
MXI1	ITGA3
MXI1	C15orf39
MXI1	TMEM179B
MXI1	MIR6879
MXI1	TTL
MXI1	TM2D3
MXI1	TOM1
MXI1	RP11-195B17.1
MXI1	GPR162
MXI1	MATN1
MXI1	PLEKHA6
MXI1	PAFAH2
MXI1	FANCD2
MXI1	LRCOL1
MXI1	RP11-539L10.3
MXI1	SLC35A2
MXI1	ZNF324
MXI1	PGP
MXI1	TXNP6
MXI1	ENTPD8
MXI1	FBXL8
MYB	RP11-471B22.2
MYB	GIMAP5
MYB	RP11-422P24.9
MYB	HNRNPM
MYB	RP11-326C3.15
MYB	MIR3621
MYB	SNN
MYB	RP11-939C17.4
MYB	THADA
MYB	TAF8
MYB	EI24P3
MYB	ING4
MYB	CPNE5
MYB	TACC2
MYB	QPRT
MYB	LARP4
MYB	ATP10D
MYB	LINC00629
MYB	PVRL2
MYB	RP11-603J24.5
MYB	AC006042.7
MYB	TRRAP
MYB	SPON2
MYB	PLCXD2
MYB	RP11-159D12.6
MYB	ZFPL1
MYB	RP11-288L9.4
MYB	RNU6-172P
MYB	RABGGTA
MYB	FADS2
MYB	RP11-517P14.2
MYB	WBSCR27
MYB	DHX8
MYB	KIAA0895
MYB	TAOK3
MYB	RAB26
MYB	U6
MYB	BTG1
MYB	ARID3A
MYB	GFER
MYB	RPL7P56
MYB	SLC9A3R2
MYB	PPM1F
MYB	RP11-214K3.18
MYB	RP11-159D12.11
MYB	CORO6
MYB	FLJ37035
MYB	SMEK2
MYB	CTC-510F12.4
MYB	BRCA2
MYB	RP11-273G15.2
MYB	AP001439.2
MYB	RP11-466F5.9
MYB	FAM45A
MYB	LAT
MYB	SIL1
MYB	AC100787.1
MYB	PRAM1
MYB	L34079.3
MYB	SNX15
MYB	RNASEK-C17orf49
MYB	RP11-15F12.1
MYB	DDX39A
MYB	RNA5SP490
MYB	DPEP2
MYB	AC010297.1
MYB	AC078864.2
MYB	TBCCD1
MYB	NAIF1
MYB	SLC27A4
MYB	SPEG
MYBL1	MED15
MYBL2	RP11-112L6.3
MYBL2	POLDIP2
MYBL2	ACAP2
MYC	RP11-173M1.5
MYC	DEAF1
MYC	TCFL5
MYC	MBD3
MYC	UBE2O
MYC	MIR4691
MYC	ALDH3B2
MYC	RP11-253M7.3
MYC	CRELD2
MYC	SNORA81
MYC	ARF4P2
MYC	TMEM107
MYC	AC006486.10
MYC	TMEM63A
MYC	RP11-463H24.1
MYH11	CTC-492K19.4
MYH11	PBXIP1
MYH11	RNU6-1166P
MYH11	DDX3X
MYH11	TXNDC12
MYH11	MIR1539
MYH11	RP11-697G4.4
MYH11	ANO7P1
MYH11	NAGA
MYH11	FAM173A
MYH11	PPIHP1
MYH11	U47924.32
MYH11	RP11-65J3.2
MYH11	RNA5SP495
MYH11	SNORD46
MYH11	PUS1
MYH11	RPL7P56
MYH11	KCNC4-AS1
MYH11	PRSS36
MYH11	ACSF2
MYH11	MIR335
MYH11	FAM178B
MYH11	DNAL4
MYH11	C2orf76
MYH11	MIR7976
MYH11	RP1-179N16.6
MYH11	RP11-734K2.3
MYH11	RP11-413E1.2
MYH11	ALDH1L1-AS2
MYH11	RP11-401F2.4
MYH11	CHD1L
MYH11	FZD1
MYH11	ELF2
MYH11	ATP6AP2
MYH11	RP11-867G2.4
MYH11	CDK3
MYH11	LINC01431
MYH11	CTD-3195I5.3
MYH11	MIR4674HG
MYH11	POMT1
MYH11	RNA5SP474
MYH11	LIM2
MYH11	TEN1
MYH11	ITPK1-AS1
MYH11	PLEKHM2
MYH11	LINC00453
MYH11	TMEM136
MYH11	PMEL
MYH11	HSPB9
MYH11	AAGAB
MYH11	CHAF1A
MYH11	TRAPPC2L
MYH11	MEIS1-AS3
MYH11	SNORD64
MYH11	RP11-440E5.1
MYH11	RP11-229P13.2
MYH11	AC144831.3
MYH11	PRPF3
MYH11	DZANK1
MYH11	B4GALT5
MYH11	U91328.2
MYH11	RNU6-495P
MYH11	TTC7B
MYH11	CTD-2330K9.3
MYH11	COLGALT1
MYH11	CR536603.1
MYH11	RN7SL156P
MYH11	RP11-299H21.1
MYH11	MIR181A2HG
MYH11	KB-1572G7.2
MYH11	SUSD3
MYH11	MIR6816
MYH11	LINC01058
MYH11	LIME1
MYH11	SRSF9
MYH11	DLL4
MYH11	CTD-2574D22.2
MYH11	AC012603.1
MYH11	ABHD11-AS1
MYH11	MAP10
MYH11	RP11-512N21.3
MYH11	RP11-259K5.2
MYH11	AC022173.2
MYH11	RP1-63M2.7
MYH11	DDX20
MYH11	RP11-660L16.2
MYH11	HEXB
MYH11	KPNB1
MYH11	ATP5B
MYH11	CDCA5
MYH11	RP11-325L12.5
MYH11	RAPGEF6
MYH11	RP11-338C15.2
MYH11	PALD1
MYH11	GPRIN3
MYH11	C17orf67
MYH11	SURF1
MYH11	GPR124
MYH11	SLC2A1-AS1
MYH11	BCAS3
MYOD1	FAM166B
MYOD1	MFSD11
MYOD1	ATP5E
MYOD1	RP4-739H11.3
MYOD1	FAM213B
MYOD1	RP1-56K13.2
MYOD1	RP11-933H2.4
MYOD1	NOP2
MYOD1	RNU6-1304P
MYOD1	RP11-46C24.7
MYOD1	SERPINB1
MYOD1	PCED1A
MYOD1	PTPRA
MYOD1	ADRA1D
MYOD1	INMT
MYOD1	RNU6-128P
MYOD1	SEPT7
MYOD1	NCLP1
MYOD1	ZKSCAN5
MYOD1	TUT1
MYOD1	AP1G2
MYOD1	TSPAN2
MYOD1	LCN12
MYOD1	HIVEP2
MYOD1	TUBGCP2
MYOD1	RP11-266K22.2
MYOD1	KCNMA1
MYOD1	SYF2
MYOD1	FAM86A
MYOD1	CXXC5
MYOD1	RAD51L3-RFFL
MYOD1	RP11-52M17.1
MYOD1	MAST1
MYOD1	AL160011.1
MYOD1	B4GALT3
MYOD1	PHLDA3
MYOD1	CTD-2292P10.4
MYOD1	CUTC
MYOD1	CTC-548K16.5
MYOD1	RP4-756G23.5
MYOD1	DAB2IP
MYOD1	ZNF576
MYOD1	HIST1H2APS3
MYOD1	RP11-266N13.2
MYOD1	ABRACL
MYOD1	A4GALT
MYOD1	RNU1-47P
MYOD1	RGL3
MYOD1	G6PC2
MYOD1	RP11-112J3.15
MYOD1	PLEKHA8P1
MYOD1	CXCR5
MYOD1	CTD-3193O13.1
MYOD1	PLB1
MYOD1	KIF23
MYOD1	RP11-617F23.2
MYOD1	CCDC64
MYOD1	RP11-664I21.6
MYOD1	LHPP
MYOD1	IPO9
MYOD1	SLC12A3
MYOD1	CEP89
MYOD1	RP11-323N12.5
MYOD1	CRAT
MYOD1	CTD-3051D23.4
MYOD1	STK11
MZF1	CACNA2D2
NANOG	PIK3IP1-AS1
NANOG	PDE4D
NANOG	GGA1
NANOG	AJUBA
NANOG	ATXN7L1
NANOG	ABHD2
NANOG	DDIT4
NANOG	ARHGEF37
NANOG	PTMS
NANOG	RNU6-949P
NCOR1	RP11-1055B8.1
NCOR1	SNORA78
NCOR2	SH2B3
NCOR2	YARS
NCOR2	FAM174B
NCOR2	LYL1
NFAT5	SIRT2
NFAT5	C19orf38
NFAT5	MIR4505
NFAT5	RMRP
NFAT5	VCPKMT
NFAT5	PCIF1
NFATC1	USP47
NFATC1	CTD-2200P10.3
NFATC1	AL645941.1
NFE2	LINC00555
NFE2	CTSB
NFE2	GAMT
NFE2	RNF224
NFE2	PLXND1
NFE2	THG1L
NFE2	S100A2
NFE2	MED25
NFE2	POLRMT
NFE2	RP11-477I4.4
NFE2	SFMBT1
NFE2	RP11-521C20.2
NFE2	CMAS
NFE2	RNU6-927P
NFE2	HIST1H2AD
NFE2	CDC20
NFE2	CCDC162P
NFE2	CHKB
NFE2	GRAMD1C
NFE2	GDPD5
NFE2	PNPLA7
NFE2	ERO1L
NFE2	AC005355.2
NFE2	CDK5
NFE2	ACADVL
NFE2	APOBEC3B
NFE2	NYAP1
NFE2	ACTN3
NFE2	CERS4
NFE2	SFI1
NFE2	SLC25A51
NFE2	DNM1P35
NFE2	FAM214B
NFE2L2	ATG5
NFIC	TNFSF13
NFIC	C21orf2
NFIC	RAC1
NFIC	OGFR
NFIC	EPHA1
NFIC	SRPK2
NFIC	RP11-180M15.6
NFIC	KIAA1731NL
NFIC	CTC-548K16.2
NFIC	RN7SL692P
NFIC	CAP1
NFIC	ANKRD52
NFIC	SLC38A2
NFIC	RP11-1148L6.8
NFIC	NPRL2
NFIC	TYW1
NFIC	CAMK1
NFIC	DENND5A
NFIC	GAPDH
NFIC	MIR4310
NFIC	WDR73
NFIC	COLGALT1
NFIC	GAPDHP62
NFIC	RP13-516M14.8
NFIC	ADCK4
NFIC	MMEL1
NFIC	MIR5008
NFIC	RP11-116D17.5
NFIC	CTD-2373H9.5
NFIC	AC002059.10
NFIC	RP11-398A8.1
NFIC	RNU6-60P
NFIC	IL6R
NFIC	MYO7B
NFIC	ZP3
NFIC	PYCR2
NFIC	NT5DC3
NFIC	U8
NFIC	NUTF2P2
NFIC	PDE7A
NFIC	RP11-436H11.5
NFIC	LINC00476
NFIC	RP11-815J4.7
NFIC	TNRC6C-AS1
NFIC	AC010492.2
NFIC	ANKRD40
NFIC	RN7SKP186
NFIC	RP11-69M1.1
NFIC	RNF112
NFIC	AC018816.3
NFIC	PCNXL3
NFIC	GALK1
NFIC	RNA5SP86
NFIC	KANSL3
NFIC	OLFML1
NFIC	FLNC
NFIC	RP11-31F15.2
NFIC	IGJ
NFIC	RP11-380O24.1
NFIC	HM13-IT1
NFIC	ULK1
NFIC	MXD1
NFIC	AC012507.3
NFIC	RP11-363N22.2
NFIC	DEGS1
NFKB2	RPL35AP4
NFYA	INHBC
NFYA	ZNF736
NFYA	CUEDC1
NFYA	ENPP7
NFYA	GCAT
NFYA	HCN3
NFYA	MIR6812
NFYA	NXT1
NFYA	BRD2
NFYA	DDX39A
NFYA	SYCE3
NFYA	ACAP1
NFYA	BTG2
NFYA	PIWIL2
NFYA	C1QTNF5
NFYA	SNORD42B
NFYA	TOP3A
NFYA	RP1-159A19.4
NFYA	RP11-973D8.4
NFYA	CTD-3128G10.6
NFYA	PKLR
NFYA	MIR5585
NFYA	RNU4-27P
NFYA	SLC25A37
NFYA	ADSSL1
NFYA	RNU7-121P
NFYA	WASF2
NFYA	ZNF786
NFYA	RUNX1
NFYA	PRR29
NFYA	QPCTL
NFYA	SPRYD3
NFYA	BAIAP2-AS1
NFYA	DAGLB
NFYB	SNORA7A
NFYB	SRCIN1
NFYB	FTH1
NFYB	SAMD4B
NFYB	ATG13
NFYB	HIST1H4B
NFYB	CTD-3128G10.6
NFYB	GFER
NFYB	MIR4707
NFYB	SLC39A9
NFYB	MEF2D
NFYB	MIR4512
NFYB	S100A1
NFYB	MIR324
NFYB	RP4-758J18.2
NFYB	GSDMD
NFYB	NEU3
NFYB	TRAPPC6A
NFYB	VWA7
NFYB	STRA13
NFYB	RALGAPA2
NFYB	BUD31
NFYB	RNU6-924P
NFYB	CCDC183-AS1
NFYB	CTDNEP1
NFYB	RBM4B
NFYB	CTC-479C5.6
NFYC	SNORA21
NIPBL	WDR43
NIPBL	RP11-464F9.22
NIPBL	AP2B1
NIPBL	LMNA
NIPBL	NOP14-AS1
NIPBL	NUSAP1
NIPBL	AC004477.1
NIPBL	NHP2L1
NIPBL	RNU7-94P
NIPBL	LPPR2
NKX2-1	LYSMD1
NKX2-1	RTN3
NKX2-1	PYGO2
NKX2-1	CTD-2509G16.3
NKX2-1	PRKCH
NKX2-1	PHLDB2
NKX2-1	KDM4C
NKX2-1	RP11-745A24.1
NKX2-1	MSANTD3
NKX2-1	ADAMTSL4
NKX2-1	MIR6882
NKX2-1	SRD5A3-AS1
NKX2-1	RP11-196G11.1
NKX2-1	MDM4
NKX2-1	B3GNT9
NKX2-1	AL136419.6
NKX2-1	CDCA7L
NKX2-1	RP11-307B6.3
NKX2-1	MRPL2P1
NKX2-1	SHC3
NKX2-5	AC007216.1
NKX3-1	LACTB2
NOTCH1	C20orf144
NOTCH1	GATC
NOTCH1	RP11-94C24.11
NOTCH1	ZNRF2
NOTCH1	RNF224
NOTCH1	NFRKB
NOTCH1	CTD-3148I10.15
NOTCH1	ETFA
NOTCH1	TNPO3
NOTCH1	KCNIP2
NOTCH1	SNORD58A
NOTCH1	SLC37A1
NOTCH1	STARD3
NOTCH1	RP11-125H8.1
